number,title,author,created_at,merged_at,additions,deletions,changed_files,commits,comments,review_comments,num_files,label,matched_fix,author_past_prs,author_past_bugs,author_past_bug_rate,is_first_pr
6457,v2.31.0,nateprewitt,2023-05-22 15:10:03+00:00,2023-05-22 15:10:33+00:00,29,2,2,1,0,0,2,0,,60,24.0,0.4,0
6458,I knew we missed a step...,nateprewitt,2023-05-22 15:27:13+00:00,2023-05-22 15:36:23+00:00,10,9,2,1,2,0,2,0,,61,24.0,0.39344262295081966,0
6467,Fix doc typo,verhovsky,2023-06-07 00:43:36+00:00,2023-06-26 17:09:24+00:00,1,1,1,1,0,0,1,0,,3,0.0,0.0,0
6258,Add an Example for automatic retries to the Advanced Usage docs,matthewarmand,2022-10-15 00:19:49+00:00,2023-07-03 20:38:22+00:00,22,0,1,1,2,0,1,0,,0,0.0,0.0,1
6456,add docstring parameter hooks,cpzt,2023-05-17 12:28:43+00:00,2023-07-30 01:01:43+00:00,2,0,1,1,0,0,1,0,,0,0.0,0.0,1
6214,"Update reference to ""cookielib"" to ""cookiejar"" in documentation",ittner,2022-08-16 01:02:34+00:00,2023-07-30 01:50:43+00:00,8,8,1,1,0,0,1,0,,0,0.0,0.0,1
6187,refactor: prefer dictionary comphrension to loop,kkirsche,2022-06-29 15:53:20+00:00,2023-07-30 01:55:18+00:00,1,5,1,1,1,0,1,0,,3,1.0,0.3333333333333333,0
6465,Add note about adapter prefix match to docs,ZetaTwo,2023-06-04 13:13:50+00:00,2023-07-30 04:05:45+00:00,4,0,1,2,0,0,1,0,,0,0.0,0.0,1
6475,Specify that Session.headers needs to be set to a OrderedDict in Header Ordering docs,joren485,2023-06-26 18:38:58+00:00,2023-08-12 17:53:36+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6266,Change to SPDX conform license string,elprimato,2022-10-23 18:37:01+00:00,2023-08-12 18:51:42+00:00,1,1,1,2,0,0,1,0,,0,0.0,0.0,1
6497,Pin GHA workflows and add dependabot,nateprewitt,2023-08-12 17:05:11+00:00,2023-08-12 19:02:58+00:00,21,10,5,1,0,0,5,0,,62,24.0,0.3870967741935484,0
6498,Pre commit update,nateprewitt,2023-08-12 17:09:38+00:00,2023-08-12 19:03:11+00:00,9,29,7,2,0,0,7,0,,63,24.0,0.38095238095238093,0
6499,Bump dessant/lock-threads from 3.0.0 to 4.0.1,dependabot[bot],2023-08-12 19:03:18+00:00,2023-08-12 19:24:59+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6500,Bump actions/setup-python from 2.3.4 to 4.7.0,dependabot[bot],2023-08-12 19:03:23+00:00,2023-08-12 19:36:48+00:00,1,1,1,1,0,0,1,0,,1,0.0,0.0,0
6502,Bump github/codeql-action from 1.1.39 to 2.21.3,dependabot[bot],2023-08-12 19:03:31+00:00,2023-08-12 19:50:52+00:00,3,3,1,1,0,0,1,0,,2,0.0,0.0,0
6501,Bump actions/checkout from 2.7.0 to 3.5.3,dependabot[bot],2023-08-12 19:03:26+00:00,2023-08-12 20:15:39+00:00,2,2,2,1,0,0,2,0,,3,0.0,0.0,0
6496,Upgrade to httpbin 0.10.0,nateprewitt,2023-08-12 16:55:36+00:00,2023-08-13 16:56:53+00:00,2,5,2,1,4,0,2,0,,64,24.0,0.375,0
6503,Add 3.12 classifier and tox configuration,nateprewitt,2023-08-13 18:35:47+00:00,2023-08-13 19:56:19+00:00,2,1,2,1,0,0,2,0,,65,24.0,0.36923076923076925,0
6506,Move to src directory,nateprewitt,2023-08-13 19:55:45+00:00,2023-08-13 21:46:13+00:00,11,14,22,1,0,0,22,1,Fix urllib3 pin in setup.cfg (#6545),66,24.0,0.36363636363636365,0
6505,Remove pytest-mock requirement,nateprewitt,2023-08-13 19:40:51+00:00,2023-08-13 23:08:21+00:00,28,27,4,1,0,0,4,0,,67,25.0,0.373134328358209,0
6507,Fix monthly download badge in README,ocupe,2023-08-16 11:44:09+00:00,2023-08-16 15:16:54+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6508,Fix documentation monthly download badge,13steinj,2023-08-18 15:35:16+00:00,2023-08-18 17:01:27+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6516,Bump actions/checkout from 3.5.3 to 3.6.0,dependabot[bot],2023-08-28 16:12:38+00:00,2023-08-28 19:05:57+00:00,3,3,3,1,0,0,3,0,,4,0.0,0.0,0
6517,Remove pytest.ini in MANIFEST.in since it does not exist anymore,jnhyperion,2023-08-29 05:43:16+00:00,2023-08-29 14:27:11+00:00,1,1,1,1,1,0,1,0,,0,0.0,0.0,1
6519,Bump actions/checkout from 3.6.0 to 4.0.0,dependabot[bot],2023-09-04 16:21:28+00:00,2023-09-05 00:17:08+00:00,3,3,3,1,0,0,3,0,,5,0.0,0.0,0
6538,Bump actions/checkout from 4.0.0 to 4.1.0,dependabot[bot],2023-09-25 16:28:36+00:00,2023-09-25 18:30:06+00:00,3,3,3,1,0,0,3,0,,6,0.0,0.0,0
6545,Fix urllib3 pin in setup.cfg,nateprewitt,2023-10-06 20:10:28+00:00,2023-10-06 22:34:24+00:00,1,1,1,1,4,0,1,0,,68,25.0,0.36764705882352944,0
6548,Bump github/codeql-action from 2.21.3 to 2.22.1,dependabot[bot],2023-10-09 16:29:56+00:00,2023-10-09 16:49:28+00:00,3,3,1,1,0,0,1,0,,7,0.0,0.0,0
6527,Autoclose specific issue templates,sigmavirus24,2023-09-13 14:36:49+00:00,2023-10-11 16:29:20+00:00,39,0,3,3,0,4,3,1,Merge pull request #6596 from psf/fix-autoclose-automtaion,4,2.0,0.5,0
6552,#6551  - assert statements for test test_header_validation,swims-hjkl,2023-10-18 02:19:46+00:00,2023-10-18 06:08:52+00:00,1,1,1,1,0,0,1,1,Merge pull request #6592 from atatuzuner61/bug/6584,0,0.0,0.0,1
6574,Fix missing space in error message,msea1,2023-11-16 01:08:02+00:00,2023-11-16 07:44:49+00:00,1,1,1,1,0,0,1,1,Enhance `super_len` to count encoded bytes for str,0,0.0,0.0,1
6580,Bump dessant/lock-threads from 4.0.1 to 5.0.0,dependabot[bot],2023-11-20 16:28:18+00:00,2023-11-20 16:37:07+00:00,1,1,1,1,0,0,1,0,,8,0.0,0.0,0
6581,fix docstring typo: a -> as,EFord36,2023-11-22 11:36:50+00:00,2023-11-22 15:10:48+00:00,1,1,1,1,0,0,1,1,Enhance `super_len` to count encoded bytes for str,0,0.0,0.0,1
6596,Update close-issues.yml,sigmavirus24,2023-12-01 14:06:10+00:00,2023-12-01 17:18:03+00:00,2,0,1,1,0,0,1,0,,5,3.0,0.6,0
6599,Bump actions/setup-python from 4.7.0 to 5.0.0,dependabot[bot],2023-12-11 16:07:16+00:00,2023-12-11 16:11:07+00:00,2,2,2,1,0,0,2,1,Merge pull request #6641 from nateprewitt/fix_ci,9,0.0,0.0,0
6603,Add now mandatory readthedocs config file,nsoranzo,2023-12-15 21:01:43+00:00,2023-12-16 13:24:37+00:00,28,0,1,1,1,0,1,1,Merge pull request #6612 from miketheman/fix-docs-urls,0,0.0,0.0,1
6600,Add note on connection timeout being larger than specified. Fix #5773,MestreLion,2023-12-13 13:19:43+00:00,2023-12-16 13:30:18+00:00,14,0,1,3,2,2,1,1,Merge pull request #6583 from EFord36/fix-broken-links,0,0.0,0.0,1
6592,"""TOO_EARLY"" type definition for status code 425",atatuzuner61,2023-11-29 17:31:32+00:00,2023-12-16 20:24:03+00:00,16,1,2,3,0,0,2,1,Merge pull request #6662 from sigmavirus24/fix-tls-floppy,0,0.0,0.0,1
6607,Bump github/codeql-action from 2.22.1 to 3.22.11,dependabot[bot],2023-12-18 16:39:48+00:00,2023-12-18 17:30:43+00:00,3,3,1,1,0,0,1,0,,10,1.0,0.1,0
6605,fix for ##6604,jaikishpai,2023-12-17 21:36:12+00:00,2023-12-20 06:17:55+00:00,11,11,2,1,0,0,2,1,Merge pull request #6612 from miketheman/fix-docs-urls,0,0.0,0.0,1
6613,docs: add label to socks heading,miketheman,2023-12-23 17:19:45+00:00,2023-12-23 17:24:56+00:00,2,0,1,1,0,0,1,1,Merge pull request #6583 from EFord36/fix-broken-links,0,0.0,0.0,1
6612,"docs: specify sphinx dirhtml builder, use references instead of absolutes",miketheman,2023-12-23 16:20:11+00:00,2023-12-23 18:33:48+00:00,17,13,6,4,5,0,6,1,Merge pull request #6583 from EFord36/fix-broken-links,1,1.0,1.0,0
6619,Bump github/codeql-action from 3.22.11 to 3.23.0,dependabot[bot],2024-01-08 17:01:38+00:00,2024-01-08 17:56:01+00:00,3,3,1,1,0,0,1,0,,11,1.0,0.09090909090909091,0
6632,Bump github/codeql-action from 3.23.0 to 3.24.0,dependabot[bot],2024-02-05 16:38:02+00:00,2024-02-06 02:54:27+00:00,3,3,1,1,0,0,1,0,,12,1.0,0.08333333333333333,0
6640,Cleanup defunct links from community docs page,nateprewitt,2024-02-20 20:03:41+00:00,2024-02-20 20:04:33+00:00,1,13,1,1,0,0,1,0,,69,25.0,0.36231884057971014,0
6641,Fix CI,nateprewitt,2024-02-20 22:54:06+00:00,2024-02-20 23:32:57+00:00,3,8,3,3,2,0,3,1,Merge pull request #6682 from frenzymadness/pytest8,70,25.0,0.35714285714285715,0
6642,Drop support for CPython 3.7,nateprewitt,2024-02-20 23:26:18+00:00,2024-02-20 23:44:43+00:00,8,10,7,1,0,0,7,1,Merge pull request #6682 from frenzymadness/pytest8,71,26.0,0.36619718309859156,0
6629,Fix #6628 - JSONDecodeError are not deserializable,Tarty,2024-01-31 16:14:59+00:00,2024-02-22 20:27:37+00:00,20,0,2,1,4,0,2,1,Merge pull request #6682 from frenzymadness/pytest8,0,0.0,0.0,1
6644,Trim excess leading path separators,sigmavirus24,2024-02-22 01:11:15+00:00,2024-02-23 00:49:42+00:00,11,0,2,1,0,9,2,1,Merge pull request #6662 from sigmavirus24/fix-tls-floppy,6,3.0,0.5,0
6589,Enhance `super_len` to count encoded bytes for str,bruceadams,2023-11-28 18:21:03+00:00,2024-02-23 00:53:25+00:00,20,0,2,2,2,3,2,1,Merge pull request #6682 from frenzymadness/pytest8,0,0.0,0.0,1
6587,Unit test for string containing multi-byte UTF-8 #6586,bruceadams,2023-11-27 22:31:41+00:00,2024-02-23 00:53:27+00:00,17,0,1,1,0,0,1,1,Merge pull request #6682 from frenzymadness/pytest8,1,1.0,1.0,0
6583,Fix broken links in docs,EFord36,2023-11-24 11:23:44+00:00,2024-02-23 11:30:46+00:00,5,8,4,6,6,7,4,0,,1,1.0,1.0,0
6562,every chardet package maps to requests.packages.chardet.* package respectively,amkarn258,2023-10-30 19:23:56+00:00,2024-02-23 12:26:38+00:00,4,2,1,4,4,6,1,0,,0,0.0,0.0,1
6655,Use TLS settings in selecting connection pool,sigmavirus24,2024-03-03 13:05:10+00:00,2024-03-11 11:21:59+00:00,65,2,3,1,0,6,3,1,Merge pull request #6716 from sigmavirus24/bug/6715,7,4.0,0.5714285714285714,0
6662,Add local TLS server,sigmavirus24,2024-03-13 21:02:03+00:00,2024-03-14 11:25:25+00:00,716,9,30,1,2,5,30,1,Merge pull request #6716 from sigmavirus24/bug/6715,8,5.0,0.625,0
6302,Fix the proxy_bypass_registry function all returning true in some cases.,flysee,2022-12-07 11:31:41+00:00,2024-03-18 21:38:17+00:00,34,0,2,2,6,0,2,0,,0,0.0,0.0,1
6677,Bump actions/setup-python from 5.0.0 to 5.1.0,dependabot[bot],2024-04-01 17:00:21+00:00,2024-04-01 17:36:47+00:00,2,2,2,1,0,0,2,0,,13,1.0,0.07692307692307693,0
6680,Add rfc9110 HTTP status code names,mbeijen,2024-04-08 19:57:43+00:00,2024-04-11 14:10:57+00:00,4,4,1,1,0,0,1,1,Merge branch 'psf:main' into patch-1,0,0.0,0.0,1
6682,Fix compatibility with pytest 8,frenzymadness,2024-04-11 19:10:21+00:00,2024-04-11 19:49:35+00:00,2,2,2,1,0,0,2,1,Merge branch 'psf:main' into patch-1,1,0.0,0.0,0
6687,Bump github/codeql-action from 3.24.0 to 3.25.0,dependabot[bot],2024-04-15 16:40:36+00:00,2024-04-15 17:01:39+00:00,3,3,1,1,0,0,1,1,Merge branch 'psf:main' into patch-1,14,1.0,0.07142857142857142,0
6688,Pin 3.8 and 3.9 runners back to macos-13,nateprewitt,2024-04-23 16:58:07+00:00,2024-04-23 17:50:20+00:00,9,0,1,1,0,0,1,1,Merge branch 'psf:main' into patch-1,72,27.0,0.375,0
6700,Use an invalid URI that will not cause httpbin to throw 500,franekmagiera,2024-05-12 20:11:03+00:00,2024-05-12 21:33:47+00:00,1,1,1,1,0,0,1,1,Merge branch 'psf:main' into patch-1,0,0.0,0.0,1
6702,Allow optional char detection dependencies in post-packaging,nateprewitt,2024-05-14 22:25:35+00:00,2024-05-15 00:15:19+00:00,60,23,5,1,0,1,5,1,Merge branch 'psf:main' into patch-1,73,28.0,0.3835616438356164,0
6667,Avoid reloading root certificates to improve concurrent performance,agubelu,2024-03-20 11:51:17+00:00,2024-05-15 20:07:26+00:00,28,18,1,4,21,2,1,1,Merge branch 'psf:main' into patch-1,0,0.0,0.0,1
6705,v2.32.0,nateprewitt,2024-05-20 15:30:48+00:00,2024-05-20 15:46:49+00:00,48,2,2,1,0,0,2,1,Merge branch 'psf:main' into patch-1,74,29.0,0.3918918918918919,0
6708,v2.32.1,nateprewitt,2024-05-20 20:18:56+00:00,2024-05-20 22:02:30+00:00,10,2,3,2,0,0,3,1,Merge branch 'psf:main' into patch-1,75,30.0,0.4,0
6710,Move _get_connection to get_connection_with_tls_context,nateprewitt,2024-05-21 15:58:50+00:00,2024-05-21 16:41:18+00:00,31,6,1,2,9,3,1,1,Merge branch 'psf:main' into patch-1,76,31.0,0.40789473684210525,0
6712,v2.32.2,nateprewitt,2024-05-21 16:36:41+00:00,2024-05-21 18:49:22+00:00,16,2,2,1,0,0,2,1,Merge branch 'psf:main' into patch-1,77,32.0,0.4155844155844156,0
6716,Allow for overriding of specific pool key params,sigmavirus24,2024-05-22 11:53:49+00:00,2024-05-24 21:37:06+00:00,81,10,2,3,13,2,2,1,Merge branch 'psf:main' into patch-1,9,6.0,0.6666666666666666,0
6724,Don't create default SSLContext if ssl module isn't present,nateprewitt,2024-05-28 19:34:27+00:00,2024-05-29 15:23:40+00:00,19,5,1,1,1,7,1,1,Merge branch 'psf:main' into patch-1,78,33.0,0.4230769230769231,0
6721,v2.32.3,nateprewitt,2024-05-24 21:56:47+00:00,2024-05-29 15:36:10+00:00,6,4,2,1,2,0,2,1,Merge branch 'psf:main' into patch-1,79,34.0,0.43037974683544306,0
6774,remove setuptools test command,branchv,2024-07-29 03:50:26+00:00,2024-07-29 13:49:17+00:00,0,26,1,1,9,0,1,0,,0,0.0,0.0,1
6757,Test on urllib3 1.26.x,nateprewitt,2024-07-02 01:11:04+00:00,2024-07-30 01:44:14+00:00,60,18,4,3,0,3,4,0,,80,35.0,0.4375,0
6787,Bump github/codeql-action from 3.25.0 to 3.26.0,dependabot[bot],2024-08-12 16:23:17+00:00,2024-08-12 16:54:11+00:00,3,3,1,1,0,0,1,0,,15,2.0,0.13333333333333333,0
6797,Bump actions/setup-python from 5.1.0 to 5.2.0,dependabot[bot],2024-09-02 16:56:27+00:00,2024-09-02 17:37:44+00:00,4,4,2,1,0,0,2,1,Merge pull request #6824 from psf/nateprewitt-patch-1,16,2.0,0.125,0
6802,start testing on 3.13rc,graingert,2024-09-18 14:05:21+00:00,2024-09-19 11:19:03+00:00,6,4,4,7,2,4,4,1,Merge branch 'psf:main' into patch-1,6,0.0,0.0,0
6720,Start testing on 3.13 beta,nateprewitt,2024-05-23 19:02:21+00:00,2024-09-19 11:19:05+00:00,1,1,1,1,4,0,1,1,Merge branch 'psf:main' into patch-1,81,35.0,0.43209876543209874,0
6803,Bump actions/checkout from 4.1.0 to 4.2.0,dependabot[bot],2024-09-30 16:34:21+00:00,2024-09-30 17:32:22+00:00,5,5,3,1,0,0,3,1,Merge branch 'psf:main' into patch-1,17,3.0,0.17647058823529413,0
6818,Bump github/codeql-action from 3.26.0 to 3.27.0,dependabot[bot],2024-10-28 16:05:21+00:00,2024-10-28 16:24:12+00:00,3,3,1,1,0,0,1,1,Merge branch 'psf:main' into patch-1,18,4.0,0.2222222222222222,0
6817,Bump actions/setup-python from 5.2.0 to 5.3.0,dependabot[bot],2024-10-28 16:05:12+00:00,2024-10-28 16:24:24+00:00,4,4,2,1,0,0,2,1,Merge branch 'psf:main' into patch-1,19,5.0,0.2631578947368421,0
6820,Update vulnerability disclosure process,nateprewitt,2024-11-02 20:08:00+00:00,2024-11-02 20:13:02+00:00,6,120,2,3,0,0,2,1,Merge branch 'psf:main' into patch-1,82,36.0,0.43902439024390244,0
6824,Remove old macOS runners,nateprewitt,2024-11-10 05:51:47+00:00,2024-11-10 16:18:36+00:00,0,9,1,1,0,0,1,1,Merge branch 'psf:main' into patch-1,83,37.0,0.4457831325301205,0
6875,Bump github/codeql-action from 3.27.0 to 3.28.5,dependabot[bot],2025-01-27 16:56:15+00:00,2025-01-27 17:39:35+00:00,3,3,1,1,0,0,1,1,Merge branch 'psf:main' into patch-1,20,6.0,0.3,0
6883,Bump actions/setup-python from 5.3.0 to 5.4.0,dependabot[bot],2025-02-03 16:27:41+00:00,2025-02-03 16:58:58+00:00,4,4,2,1,0,0,2,1,Merge branch 'psf:main' into patch-1,21,7.0,0.3333333333333333,0
6880,docs(exceptions): Remove unused exception URLRequired from documentation,jakobheine,2025-02-01 19:44:20+00:00,2025-02-10 21:13:27+00:00,0,1,1,1,1,1,1,1,Merge branch 'psf:main' into patch-1,0,0.0,0.0,1
6529,fix doc: correct models.Response.json() docstring,anupam-arista,2023-09-14 09:01:07+00:00,2025-02-13 16:49:50+00:00,3,1,1,7,2,2,1,0,,0,0.0,0.0,1
6897,Add CA constraint to test CA,cjwatson,2025-02-17 00:43:02+00:00,2025-02-17 12:40:19+00:00,283,272,13,2,2,0,13,0,,0,0.0,0.0,1
6899,Docs: Add quotes to prevent Zsh wildcard interpretation.,duzhuoshanwai,2025-02-19 02:08:27+00:00,2025-02-20 18:43:14+00:00,1,1,1,1,0,0,1,1,docs: fix dead links to kenreitz.org,0,0.0,0.0,1
6925,Bump actions/setup-python from 5.4.0 to 5.5.0,dependabot[bot],2025-03-31 16:31:11+00:00,2025-03-31 16:43:08+00:00,4,4,2,1,0,0,2,0,,22,8.0,0.36363636363636365,0
6924,Add key usage extension to test ca.crt,RichieB2B,2025-03-29 13:57:47+00:00,2025-04-16 02:46:51+00:00,11,10,2,1,1,0,2,0,,0,0.0,0.0,1
6937,ci: update to ubuntu-24.04 in workflow,allrob23,2025-04-23 11:15:14+00:00,2025-04-23 12:44:06+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6939,Bump actions/setup-python from 5.5.0 to 5.6.0,dependabot[bot],2025-04-28 17:28:06+00:00,2025-04-28 17:36:20+00:00,4,4,2,1,0,0,2,0,,23,8.0,0.34782608695652173,0
6926,Drop pypy 3.9 and add pypy 3.11 support,nateprewitt,2025-03-31 17:29:53+00:00,2025-05-02 02:54:57+00:00,10,1,2,1,2,0,2,0,,84,38.0,0.4523809523809524,0
6936,test: add two more tests exercising the adapter,allrob23,2025-04-23 00:51:22+00:00,2025-05-03 16:39:14+00:00,26,0,1,3,5,0,1,1,Add new test to check netrc auth leak (#6962),1,0.0,0.0,0
6951,docs: fix dead links to kenreitz.org,tswast,2025-05-21 16:11:00+00:00,2025-06-01 18:07:18+00:00,13,18,3,3,7,1,3,0,,0,0.0,0.0,1
6965,Only use hostname to do netrc lookup instead of netloc,sethmlarson,2025-06-04 15:00:33+00:00,2025-06-04 15:39:25+00:00,1,7,1,1,0,0,1,0,,5,2.0,0.4,0
6962,test: Add new test to check netrc auth leak,danigm,2025-06-04 10:44:11+00:00,2025-06-05 11:21:47+00:00,31,0,1,1,4,0,1,0,,0,0.0,0.0,1
6963,fix CVE 2024 47081: manual url parsing leads to netloc credentials leak,awoimbee,2025-06-04 10:59:08+00:00,2025-06-05 14:55:33+00:00,20,8,2,3,2,1,2,0,,0,0.0,0.0,1
6876,Add netrc file search information to authentication documentation,pszlazak,2025-01-27 20:57:34+00:00,2025-06-08 17:47:56+00:00,11,0,2,1,1,5,2,0,,0,0.0,0.0,1
6966,Bump version and add release notes for v2.32.4,sigmavirus24,2025-06-09 15:22:41+00:00,2025-06-09 16:39:48+00:00,20,6,3,2,0,0,3,0,,10,7.0,0.7,0
6968,Add Trusted Publishing Release Workflow,sigmavirus24,2025-06-10 02:17:07+00:00,2025-06-10 02:32:46+00:00,90,1,2,1,0,0,2,0,,11,7.0,0.6363636363636364,0
6806,Fix typo in documentation for verify,jonas,2024-10-04 13:20:03+00:00,2025-06-10 02:54:25+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6773,Clarify error description in cloning instructions,anodo123,2024-07-28 12:46:52+00:00,2025-06-10 12:40:34+00:00,1,1,1,1,0,0,1,0,,0,0.0,0.0,1
6767,Revert caching a default SSLContext,nateprewitt,2024-07-18 18:00:33+00:00,2025-06-13 16:42:08+00:00,16,39,1,2,8,1,1,0,,85,38.0,0.4470588235294118,0
6973,Bump github/codeql-action from 3.28.5 to 3.29.0,dependabot[bot],2025-06-16 17:38:12+00:00,2025-06-16 19:10:36+00:00,3,3,1,1,2,0,1,0,,24,8.0,0.3333333333333333,0
6994,docs: clarify timeout parameter uses seconds in Session.request,killerdevildog,2025-07-18 01:14:36+00:00,2025-07-18 02:09:20+00:00,1,1,1,1,1,0,1,0,,0,0.0,0.0,1
6996,Remove the unused tox and flake8 sections from Makefile,abhi-jha,2025-07-18 16:05:49+00:00,2025-07-18 16:24:31+00:00,2,5,1,5,2,2,1,0,,0,0.0,0.0,1
6993,Add support for Python 3.14 and drop support for Python 3.8,nateprewitt,2025-07-17 22:29:28+00:00,2025-07-25 20:42:15+00:00,19,14,7,3,0,0,7,0,,86,38.0,0.4418604651162791,0
6999,Bump step-security/harden-runner from 2.12.0 to 2.13.0,dependabot[bot],2025-07-28 19:01:26+00:00,2025-07-28 19:09:42+00:00,2,2,1,1,0,0,1,0,,25,8.0,0.32,0
7005,security: update publish workflow to use `artifact-id` instead of `name`,GrantBirki,2025-08-06 05:55:49+00:00,2025-08-06 12:36:19+00:00,6,2,1,1,1,0,1,0,,0,0.0,0.0,1
7010,Bump actions/checkout from 4.2.0 to 5.0.0,dependabot[bot],2025-08-11 22:15:23+00:00,2025-08-11 22:32:17+00:00,6,6,4,1,0,0,4,0,,26,8.0,0.3076923076923077,0
7011,v2.32.5,nateprewitt,2025-08-17 16:08:54+00:00,2025-08-18 20:23:20+00:00,12,2,2,1,0,0,2,0,,87,38.0,0.4367816091954023,0
7019,Bump github/codeql-action from 3.29.0 to 3.30.0,dependabot[bot],2025-09-02 02:56:18+00:00,2025-09-02 08:15:01+00:00,3,3,1,1,0,0,1,0,,27,8.0,0.2962962962962963,0
7025,Bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0,dependabot[bot],2025-09-08 16:18:38+00:00,2025-09-09 00:08:50+00:00,1,1,1,1,0,0,1,0,,28,8.0,0.2857142857142857,0
7026,Bump actions/setup-python from 5.6.0 to 6.0.0,dependabot[bot],2025-09-08 16:22:56+00:00,2025-09-09 09:00:19+00:00,5,5,3,1,0,0,3,0,,29,8.0,0.27586206896551724,0
7042,Bump github/codeql-action from 3.30.0 to 4.30.8,dependabot[bot],2025-10-13 16:16:06+00:00,2025-10-15 11:45:43+00:00,3,3,1,1,0,0,1,0,,30,8.0,0.26666666666666666,0
7190,Fix CI and build failures,nateprewitt,2026-01-30 19:43:14+00:00,2026-01-30 21:10:28+00:00,73,72,19,3,0,0,19,1,Fix remaining typos (#7395),88,38.0,0.4318181818181818,0
7191,Update maintainers in the AUTHORS.rst,nateprewitt,2026-01-30 22:52:33+00:00,2026-01-31 02:12:41+00:00,7,7,1,3,0,4,1,0,,89,39.0,0.43820224719101125,0
7012,Migrate build system to PEP 517,nateprewitt,2025-08-17 16:29:40+00:00,2026-01-31 02:25:56+00:00,79,111,3,4,5,2,3,1,Fix unintended test extra (#7306),90,39.0,0.43333333333333335,0
7071,Bump actions/upload-artifact from 4.6.2 to 5.0.0,dependabot[bot],2025-10-27 16:21:22+00:00,2026-01-31 02:36:42+00:00,1,1,1,1,2,0,1,0,,31,8.0,0.25806451612903225,0
7073,Bump actions/download-artifact from 5.0.0 to 6.0.0,dependabot[bot],2025-10-27 18:15:27+00:00,2026-01-31 02:45:14+00:00,1,1,1,1,1,0,1,0,,32,8.0,0.25,0
7092,Bump actions/checkout from 5.0.0 to 6.0.0,dependabot[bot],2025-11-24 16:54:37+00:00,2026-01-31 02:47:47+00:00,6,6,4,1,3,0,4,0,,33,8.0,0.24242424242424243,0
7100,Bump actions/setup-python from 6.0.0 to 6.1.0,dependabot[bot],2025-12-01 18:13:25+00:00,2026-01-31 02:59:20+00:00,5,5,3,1,1,0,3,0,,34,8.0,0.23529411764705882,0
7101,Bump github/codeql-action from 4.30.8 to 4.31.6,dependabot[bot],2025-12-01 18:13:39+00:00,2026-01-31 03:01:53+00:00,3,3,1,1,1,0,1,0,,35,8.0,0.22857142857142856,0
7195,Start testing Python 3.15 Alpha,nateprewitt,2026-02-04 17:49:29+00:00,2026-02-05 01:01:16+00:00,4,1,1,2,0,0,1,0,,91,40.0,0.43956043956043955,0
7196,Drop support for Python 3.9,nateprewitt,2026-02-05 16:30:31+00:00,2026-02-06 15:02:46+00:00,11,13,5,1,0,0,5,1,Fix unintended test extra (#7306),92,40.0,0.43478260869565216,0
7189,Update floors for certifi and urllib3 to something more reasonable,nateprewitt,2026-01-30 18:45:06+00:00,2026-02-10 23:36:31+00:00,2,2,1,1,7,0,1,1,Fix unintended test extra (#7306),93,41.0,0.44086021505376344,0
7199,Bump dessant/lock-threads from 5.0.0 to 6.0.0,dependabot[bot],2026-02-09 20:14:17+00:00,2026-02-11 00:22:16+00:00,1,1,1,1,3,0,1,0,,36,8.0,0.2222222222222222,0
7200,Bump step-security/harden-runner from 2.13.0 to 2.14.2,dependabot[bot],2026-02-09 20:14:22+00:00,2026-02-11 00:29:35+00:00,2,2,1,1,1,0,1,0,,37,8.0,0.21621621621621623,0
7205,Fix empty netrc entry usage,nateprewitt,2026-02-13 02:01:37+00:00,2026-02-13 02:07:05+00:00,11,1,2,2,0,0,2,1,Fix malformed value parsing for Content-Type (#7309),94,42.0,0.44680851063829785,0
6865,Update docstring for Session.verify to include string support (#6859),M0d3v1,2025-01-01 16:05:50+00:00,2026-02-13 02:52:04+00:00,2,0,1,2,0,1,1,1,Fix mutability issues with headers input types (#7431),0,0.0,0.0,1
7206,Update publish workflow,nateprewitt,2026-02-13 19:43:30+00:00,2026-02-13 20:23:44+00:00,45,28,2,2,1,0,2,0,,95,43.0,0.45263157894736844,0
7207,Remove harden runner from publish workflow,nateprewitt,2026-02-13 22:37:31+00:00,2026-02-13 22:48:20+00:00,0,15,1,1,0,0,1,0,,96,43.0,0.4479166666666667,0
7208,Add CODEOWNERS file to repo,nateprewitt,2026-02-13 22:51:29+00:00,2026-02-14 00:06:57+00:00,8,0,1,1,0,0,1,0,,97,43.0,0.44329896907216493,0
7220,Increase chardet upper limit to 7,aminvakil,2026-02-22 16:08:41+00:00,2026-02-22 22:02:38+00:00,2,2,2,1,6,0,2,1,Fix unintended test extra (#7306),0,0.0,0.0,1
7237,Bump actions/upload-artifact from 6.0.0 to 7.0.0,dependabot[bot],2026-03-02 18:43:40+00:00,2026-03-02 20:33:25+00:00,1,1,1,1,0,0,1,0,,38,8.0,0.21052631578947367,0
